child_model,base_model
LoneStriker/OpenBioLLM-Llama3-8B-6.0bpw-h6-exl2,meta-llama/Meta-Llama-3-8B
LoneStriker/OpenBioLLM-Llama3-8B-5.0bpw-h6-exl2,meta-llama/Meta-Llama-3-8B
LoneStriker/OpenBioLLM-Llama3-8B-4.0bpw-h6-exl2,meta-llama/Meta-Llama-3-8B
LoneStriker/OpenBioLLM-Llama3-8B-3.0bpw-h6-exl2,meta-llama/Meta-Llama-3-8B
LoneStriker/OpenBioLLM-Llama3-8B-GGUF,meta-llama/Meta-Llama-3-8B
nitsuai/OpenBioLLM-Llama3-8B-GGUF,meta-llama/Meta-Llama-3-8B
matteocap/OpenBioLLM-Llama3-8B_safetensors,meta-llama/Meta-Llama-3-8B
bartowski/OpenBioLLM-Llama3-8B-GGUF,meta-llama/Meta-Llama-3-8B
bartowski/OpenBioLLM-Llama3-8B-AWQ,meta-llama/Meta-Llama-3-8B
bartowski/OpenBioLLM-Llama3-8B-exl2,meta-llama/Meta-Llama-3-8B
chenhaodev/OpenBioLLM-Llama3-70B-GGUF,aaditya/OpenBioLLM-Llama3-70B
sosoai/hansoldeco-beomi-llama3-open-ko-8b-64k-test-Q8_0-GGUF,beomi/Llama-3-Open-Ko-8B
sosoai/hansoldeco-beomi-llama3-open-ko-8b-64k-test,beomi/Llama-3-Open-Ko-8B
MoMonir/openhermes-gemma-2b-it-GGUF,google/gemma-2b-it
akumaburn/Open_Orca_Llama-3-8B-1K,unsloth/llama-3-8b-bnb-4bit
sosoai/hansoldeco-beomi-Llama-3-Open-Ko-8B-Instruct-preview-pytorch-v0.1-Q4_0-GGUF,beomi/Llama-3-Open-Ko-8B-Instruct-preview
skvarre/gpt-sw3-6.7b-v2-QLoRA-openhermes-28k,- AI-Sweden-Models/gpt-sw3-6.7b-v2
sosoai/hansoldeco-beomi-Llama-3-Open-Ko-8B-Instruct-preview-pytorch-v0.1,beomi/Llama-3-Open-Ko-8B-Instruct-preview
vicky4s4s/openchat-3.5-0106,mistralai/Mistral-7B-v0.1
mwitiderrick/open_llama_3b_instruct_v_0.2,openlm-research/open_llama_3b
mwitiderrick/open_llama_3b_code_instruct_0.1,openlm-research/open_llama_3b
mwitiderrick/open_llama_3b_glaive_code_v0.1,mwitiderrick/open_llama_3b_code_instruct_0.1
nediaz/OpenMath-Mistral-7B-v0.1-hf-squad2-flash-attention-2,nvidia/OpenMath-Mistral-7B-v0.1-hf
yaystevek/llama-3-8b-Instruct-OpenHermes-2.5-QLoRA,unsloth/llama-3-8b-Instruct-bnb-4bit
yaystevek/llama-3-8b-Instruct-OpenHermes-2.5-QLoRA-GGUF,yaystevek/llama-3-8b-Instruct-OpenHermes-2.5-QLoRA
akumaburn/open_orca_llama8b_lora,unsloth/llama-3-8b-bnb-4bit
rajatkrishna/Meta-Llama-3-8B-OpenVINO-INT4,meta-llama/Meta-Llama-3-8B
rajatkrishna/Meta-Llama-3-8B-Instruct-OpenVINO-INT4,meta-llama/Meta-Llama-3-8B-Instruct
kyryl-opens-ml/text2sql-llama-3-8B,meta-llama/Meta-Llama-3-8B-Instruct
kyryl-opens-ml/modal-test,meta-llama/Meta-Llama-3-8B-Instruct
kyryl-opens-ml/duckdb-text2sql-codellama,codellama/CodeLlama-7b-hf
seyf1elislam/llama3-openhermes-2.5-GGUF,- sumandas/llama3-openhermes-2.5
birgermoell/llama-3-open-hermes-disco,- Muhammad2003/Llama3-8B-OpenHermes-DPO
mohammednuruddin/openhermes-advance-function-v1,teknium/OpenHermes-2.5-Mistral-7B
manishiitg/open-aditi-v6-gemma,google/gemma-7B
manishiitg/open-aditi-v6-llama3,meta-llama/Meta-Llama-3-8B
GreenGenomicsLab/Mamba-1.4b-OpenOrca-downsample-0.01,state-spaces/mamba-1.4b-hf
youngwook-kim/open-llama-2-ko-7b-ko-sharegpt-finetuned-50steps,beomi/open-llama-2-ko-7b
jpquiroga/Mistral_7B_dare_ties_merge_instruct_open_orca,- mistralai/Mistral-7B-Instruct-v0.1
mayacinka/Open-StaMis-v02-stock,- Nexusflow/Starling-LM-7B-beta
mayacinka/Open-StaMis-stock,- openchat/openchat-3.5-0106
DavidAU/OpenChat-3.5-7B-Solar-Q6_K-GGUF,openchat/openchat_3.5
DavidAU/open_llama_3b_code_instruct_0.1-Q8_0-GGUF,openlm-research/open_llama_3b
DavidAU/open_llama_3b_code_instruct_0.1-Q6_K-GGUF,openlm-research/open_llama_3b
darshit0503/openorca_Ft_mental_health_counselling_GGUF,Open-Orca/Mistral-7B-OpenOrca
jpquiroga/Mistral_7B_slerp_merge_instruct_open_orca,- Open-Orca/Mistral-7B-OpenOrca
Gokul29/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
thomasgauthier/OpenHermes-2.5-Mistral-7B-LoRA-extraction-r32,[]
thomasgauthier/OpenHermes-2.5-Mistral-7B-LoRA-extraction-r16,[]
thomasgauthier/OpenHermes-2.5-Mistral-7B-LoRA-extraction-r8,[]
thomasgauthier/OpenHermes-2.5-Mistral-7B-LoRA-extraction-r512,[]
thomasgauthier/OpenHermes-2.5-Mistral-7B-LoRA-extraction-r256,[]
thomasgauthier/OpenHermes-2.5-Mistral-7B-LoRA-extraction-r128,[]
thomasgauthier/OpenHermes-2.5-Mistral-7B-LoRA-extraction-r64,[]
goldbach7/openchat-model-ospc,openchat/openchat-3.5-0106
kyryl-opens-ml/codelama-duckdb-text-to-sql,codellama/CodeLlama-7b-hf
kyryl-opens-ml/phi-1-duckdb-text-to-sql,microsoft/phi-1
AGCobra/OpenHermes-Emojitron-001-Q8_0-GGUF,teknium/OpenHermes-2.5-Mistral-7B
kyryl-opens-ml/codegemma-2b-duckdb-text-to-sql,google/codegemma-2b
openvoid/prox-7b-dpo-gguf,openvoid/prox-7b-dpo
kyryl-opens-ml/duckdb-text-to-sql,google/gemma-2b
orangetin/OpenHermes-Mixtral-8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1
jpquiroga/Mistral_7B_ties_merge_instruct_open_orca_codeninja,- beowolx/CodeNinja-1.0-OpenChat-7B
DavidAU/OpenHermes-2.5-neural-chat-v3-3-Slerp-Q4_K_M-GGUF,- teknium/OpenHermes-2.5-Mistral-7B
DavidAU/OpenHermes-2.5-neural-chat-v3-3-Slerp-Q6_K-GGUF,- teknium/OpenHermes-2.5-Mistral-7B
jpquiroga/Mistral_7B_ties_merge_instruct_open_orca,- mistralai/Mistral-7B-Instruct-v0.1
QuantFactory/Mistral-7B-OpenOrca-GGUF,Open-Orca/Mistral-7B-OpenOrca
QuantFactory/OpenHermes-2.5-Mistral-7B-GGUF,teknium/OpenHermes-2.5-Mistral-7B
kyryl-opens-ml/code-llama-7b-synthetic_text_to_sql,codellama/CodeLlama-7b-hf
umarigan/TURKCELL-LLM-7B-openhermes,TURKCELL/Turkcell-LLM-7b-v1
lemon-mint/gemma-7b-openhermes-v0.80,google/gemma-1.1-7b-it
sharfer/OpenHermes_Alpaca_FineTune_GGUF,unsloth/OpenHermes-2.5-Mistral-7B-bnb-4bit
sharfer/OpenHermes_Alpaca_FineTune,unsloth/OpenHermes-2.5-Mistral-7B-bnb-4bit
SwimChoi/villama2-7b-Openness_to_Change-lora,meta-llama/Llama-2-7b-hf
mob2711/openllama_3b_en_vi,openlm-research/open_llama_3b_v2
kyryl-opens-ml/code-llama-7b-duckdb-text2sql-25k,codellama/CodeLlama-7b-hf
kyryl-opens-ml/code-llama-7b-text-to-sql,codellama/CodeLlama-7b-hf
saksornr/OpenThaiGPT-100-instruct-finetuned,openthaigpt/openthaigpt-1.0.0-7b-chat
kyryl-opens-ml/m-2b-bmc2-text-to-sql,mistralai/Mistral-7B-v0.1
WesPro/OpenDolphin-7B-slerp,- macadeliccc/Mistral-7B-v0.2-OpenHermes
manishiitg/open-aditi-hi-v4,teknium/OpenHermes-2.5
adiyghub/mistral_7b_openorca_small_qlora_finetuned,mistralai/Mistral-7B-v0.1
strongorange/beomi-open-llama-2-ko-7b,beomi/open-llama-2-ko-7b
strongorange/openbuddy-mistral-7b-v13.1,OpenBuddy/openbuddy-mistral-7b-v13.1
zeio/openchat-3.5-0106-GPTQ,openchat/openchat-3.5-0106
zeio/openchat-3.5-0106-GGUF,openchat/openchat-3.5-0106
youngwook-kim/open-llama-2-ko-7b-ko-alpaca-finetuned,beomi/open-llama-2-ko-7b
macadeliccc/Mistral-7B-v0.2-OpenHermes,alpindale/Mistral-7B-v0.2
SSahas/openai_gpt2_med_convai,openai-community/gpt2-medium
kaeru-shigure/oms_b_openclip_xl,stabilityai/stable-diffusion-xl-base-1.0
youngwook-kim/open-llama-2-ko-7b-ko-alpaca-finetuned-50steps,beomi/open-llama-2-ko-7b
Varun53/openai-roberta-large-AI-detection,openai-community/roberta-large-openai-detector
jdeklerk10/OpenCodeInterpreter-DS-6.7B-SQL2,m-a-p/OpenCodeInterpreter-DS-6.7B
fkapsahili/whisper-small-openslrdev,openai/whisper-small
openerotica/mistral-7b-lamia-v0.2,NousResearch/Yarn-Mistral-7b-128k
pranjalpandey/gemma-open-instruct,google/gemma-2b
arzeth/opencsg-starcoder2-15b-v0.1-GGUF,opencsg/opencsg-starcoder2-15b-v0.1
gaodrew/OpenDispatcher_v2_gpt35turbo_and_gpt4,distilbert-base-uncased
ke-lly/sft_openassistant-guanaco,openai-community/gpt2
sampraxi/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
Bajiyo/msc_imasc_openslr_festfox_Whisper_Medium_2_increased_learning,openai/whisper-medium
bartowski/Mistral-7B-v0.2-OpenHermes-GGUF,alpindale/Mistral-7B-v0.2
bartowski/Mistral-7B-v0.2-OpenHermes-exl2,alpindale/Mistral-7B-v0.2
Bajiyo/msc_imasc_openslr_festfox_Whisper_Medium_2,openai/whisper-medium
dranger003/openbuddy-qwen1.5-14b-v20.1-32k-iMat.GGUF,OpenBuddy/openbuddy-qwen1.5-14b-v20.1-32k
Aryanne/Open-StarLake-Swap-7B,- berkeley-nest/Starling-LM-7B-alpha
DANWPDO/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
MaziyarPanahi/gemma-7b-Open-Hermes-v0.1,google/gemma-7b
Megareyka/facebook-blenderbot-90M-open-orca,facebook/blenderbot-90M
Megareyka/facebook-blenderbot-90M-open-instruct,facebook/blenderbot-90M
hfghfghg/OpenBioM7-7B-TIES,- BioMistral/BioMistral-7B-TIES
Megareyka/t5-small-open-instruct,t5-small
mpasila/OpenHermes-13B-exl2-3bpw,NousResearch/Llama-2-13b-hf
Xinyue123/llama2-7b-chat-openassistant-guanaco-fine-tune,meta-llama/Llama-2-7b-chat-hf
sumoz/OpenHathi-7B-Hi-v0.1-adapter2,sarvamai/OpenHathi-7B-Hi-v0.1-Base
sumoz/OpenHathi-7B-Hi-v0.1-adapter,sarvamai/OpenHathi-7B-Hi-v0.1-Base
second-state/openchat-3.5-1210-GGUF,openchat/openchat-3.5-1210
second-state/OpenChat-3.5-GGUF,openchat/openchat_3.5
second-state/OpenHermes-2.5-Mistral-7B-GGUF,teknium/OpenHermes-2.5-Mistral-7B
mvpmaster/openchat-3.5-0106-12b-128k-32000,- mvpmaster/openchat-3.5-0106-128k-DPO-fixed-32000
mvpmaster/openchat-3.5-0106-128k-DPO-fixed-32000,- NousResearch/Yarn-Mistral-7b-128k
kody0525/Open-Platypus-Llama-2-7b-hf,meta-llama/Llama-2-7b-hf
OpenSourceEnjoyer/Nous-Hermes-2-Mistral-7B-DPO-SFT-GGUF-Q8,NousResearch/Nous-Hermes-2-Mistral-7B-DPO
seoyoung-aspyn/Mixtral-8x7B-Instruct_OpenOrca,mistralai/Mixtral-8x7B-Instruct-v0.1
houghtonweihu/openchat_adapter_2,openchat/openchat-3.5-0106
cogbuji/OpenHermes-2.5-Mistral-7B-mlx-4bit,mistralai/Mistral-7B-v0.1
houghtonweihu/openchat_adapter_1,openchat/openchat-3.5-1210
openvoid/DarkHermes-2.5-Mistral-7B-v2-GGUF,preemware/DarkHermes-2.5-Mistral-7B-v2
houghtonweihu/openchat_gemma_adapter_1,openchat/openchat-3.5-0106-gemma
sunilregmi/wav2vec2-openslr43-test,facebook/wav2vec2-base
SleepyGorilla/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
mengdili/sft_openassistant-guanaco,facebook/opt-350m
ENERGY-DRINK-LOVE/leaderboard_inst_v1.3_Open-Hermes_LDCC-SOLAR-10.7B_DPOv3,ENERGY-DRINK-LOVE/leaderboard_inst_v1.3_Open-Hermes_LDCC-SOLAR-10.7B_SFT
FuseAI/OpenChat-3.5-7B-Mixtral,openchat/openchat_3.5
FuseAI/OpenChat-3.5-7B-Solar,openchat/openchat_3.5
OpenSourceEnjoyer/Nous-Hermes-2-Mistral-7B-DPO-SFT-FP16,NousResearch/Nous-Hermes-2-Mistral-7B-DPO
OpenSourceEnjoyer/Nous-Hermes-2-Mistral-7B-DPO-SFT-LoRA,NousResearch/Nous-Hermes-2-Mistral-7B-DPO
openvoid/DarkHermes-2.5-Mistral-7B-GGUF,preemware/DarkHermes-2.5-Mistral-7B-v3
Punith1006/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
myownip/axolotl-openllama-1k-qlora-v03,openlm-research/open_llama_3b_v2
ErhanAslanDell/sft_openassistant-guanaco,facebook/opt-350m
kuhess/OpenHermes-2.5-Mistral-7B-alpaca-cleaned-GGUF,teknium/OpenHermes-2.5-Mistral-7B
kuhess/OpenHermes-2.5-Mistral-7B-alpaca-cleaned,teknium/OpenHermes-2.5-Mistral-7B
pmarmik/openhathi-samvaad-3epoch,sarvamai/OpenHathi-7B-Hi-v0.1-Base
hydra-project/OpenHercules-2.5-Mistral-7B,- Locutusque/Hercules-2.5-Mistral-7B
wetdog/speecht5_tts_openslr_ca,microsoft/speecht5_tts
myownip/axolotl-openllama-1k-qlora-v02,openlm-research/open_llama_3b_v2
myownip/axolotl-openllama-1k-qlora,openlm-research/open_llama_3b_v2
hydra-project/OpenHyperion-2.5-Mistral-7B,- Locutusque/Hyperion-2.1-Mistral-7B
balajipitchumani/axol-openllmama-1k-qlora,openlm-research/open_llama_3b_v2
frankmorales2020/OpenMath-Mistral-7B-v0.1-hf-squad2-flash-attention-2,nvidia/OpenMath-Mistral-7B-v0.1-hf
indischepartij/OpenMia-Indo-Mistral-7b-v3-refined,mistral-7b
indischepartij/OpenMia-Indo-Mistral-7b-v2,mistral-7b
indischepartij/OpenMia-Indo-Mistral-7b-v3,mistral-7b
indischepartij/OpenMia-Indo-Mistral-7b-v4,mistral-7b
QueryloopAI/gemma-2b-openhermes,google/gemma-2b-it
QueryloopAI/gemma-7b-openhermes,google/gemma-7b-it
interneuronai/az-openchat,openchat/openchat-3.5-0106
frankmorales2020/OpenMath-Mistral-7B-v0.1-hf-dialogsum-test-flash-attention-2,nvidia/OpenMath-Mistral-7B-v0.1-hf
InnerI/I-OpenPipe-NH2-Solar-7B-slerp,- OpenPipe/mistral-ft-optimized-1218
praison/axolotl-openllama-1k-qloras,openlm-research/open_llama_3b_v2
praison/axolotl-openllama-1k-qlora,openlm-research/open_llama_3b_v2
lapp0/open_hermes_query_expansion,teknium/OpenHermes-2.5-Mistral-7B
InnerI/InnerILLM-OpenPipe-Nous-Yarn-Mistral-optimized-1228-7B-slerp,- OpenPipe/mistral-ft-optimized-1218
andysalerno/openchat-nectar-0.1,openchat/openchat-3.5-0106
andysalerno/openchat-nectar-0.5,openchat/openchat-3.5-0106
gitMuscle/OpenHermes-2.5-Mistral-7B,mistralai/Mistral-7B-v0.1
sethuiyer/OpenDolphinHermes_Llama2_7B,- cognitivecomputations/dolphin-llama2-7b
grayhacker91/gemma-7b-open-platypus-commercial,google/gemma-7b
Deepnoid/OPEN-SOLAR-KO-10.7B-v13,beomi/OPEN-SOLAR-KO-10.7B
kody0525/Open-platypus-Commercial-SOLAR-10.7B-v1.0,upstage/SOLAR-10.7B-v1.0
RedHatAI/OpenHermes-2.5-Mistral-7B-marlin,teknium/OpenHermes-2.5-Mistral-7B
asn1814/openbookqa_bert-base-uncased_fact_retrieval_k_10,asn1814/openbookqa_bert-base-uncased
asn1814/openbookqa_bert-base-uncased_fact_retrieval,asn1814/openbookqa_bert-base-uncased
asn1814/openbookqa_bert-base-uncased,bert-base-uncased
RedHatAI/OpenHermes-2.5-Mistral-7B-pruned50,teknium/OpenHermes-2.5-Mistral-7B
jucamohedano/Phi1.5-openhermes-preferences-metamath,microsoft/phi-1_5
RedHatAI/OpenHermes-2.5-Mistral-7B-pruned2.4,teknium/OpenHermes-2.5-Mistral-7B
Deepnoid/OPEN-SOLAR-KO-10.7B-v10-1,beomi/OPEN-SOLAR-KO-10.7B
edwardyeung04/my_openbookqa_model,microsoft/deberta-v3-large
CallComply/openchat-3.5-0106-11b,mistralai/Mistral-7B-v0.1
CallComply/openchat-3.5-0106-128k,mistralai/Mistral-7B-v0.1
CallComply/openchat-3.5-0106-32k,mistralai/Mistral-7B-v0.1
giraffe176/Open_Neural_Monarch_Maidv0.1,- Intel/neural-chat-7b-v3-1
giraffe176/Open_Hermes_Orca_Mistral-7B,[]
giraffe176/Open_Maid_Samantha_Hermes_Orca_dare_tiesv0.1,- teknium/OpenHermes-2.5-Mistral-7B
giraffe176/Open_Maid_Samantha_Hermes_Orca,[]
BEE-spoke-data/smol_llama-220M-open_instruct,BEE-spoke-data/smol_llama-220M-GQA
manishiitg/open-aditi-hi-v2,teknium/OpenHermes-2.5
ENERGY-DRINK-LOVE/leaderboard_inst_v1.3_Open-Hermes_LDCC-SOLAR-10.7B_SFT,LDCC/LDCC-SOLAR-10.7B
SADATO/openthaigpt_furniture,openthaigpt/openthaigpt-1.0.0-beta-13b-chat-hf
SADATO/openthaigpt_cosmetic,openthaigpt/openthaigpt-1.0.0-beta-13b-chat-hf
bartowski/OpenHercules-2.5-Mistral-7B-GGUF,- Locutusque/Hercules-2.5-Mistral-7B
bartowski/OpenHercules-2.5-Mistral-7B-exl2,- Locutusque/Hercules-2.5-Mistral-7B
giraffe176/WestLake_Noromaid_OpenHermes_neural-chatv0.1,- cognitivecomputations/WestLake-7B-v2-laser
bartowski/openbuddy-gemma-7b-v19.1-4k-exl2,google/gemma-7b
betim/OpenHermes-2.5-Mistral-7B-Shopify-1k5_f16,teknium/OpenHermes-2.5-Mistral-7B
betim/OpenHermes-2.5-Mistral-7B-Shopify-1k5_16bit,teknium/OpenHermes-2.5-Mistral-7B
LoneStriker/openbuddy-gemma-7b-v19.1-4k-8.0bpw-h8-exl2,google/gemma-7b
LoneStriker/openbuddy-gemma-7b-v19.1-4k-6.0bpw-h6-exl2,google/gemma-7b
LoneStriker/openbuddy-gemma-7b-v19.1-4k-5.0bpw-h6-exl2,google/gemma-7b
LoneStriker/openbuddy-gemma-7b-v19.1-4k-4.0bpw-h6-exl2,google/gemma-7b
LoneStriker/openbuddy-gemma-7b-v19.1-4k-3.0bpw-h6-exl2,google/gemma-7b
LoneStriker/openbuddy-gemma-7b-v19.1-4k-GGUF,google/gemma-7b
OpenBuddy/openbuddy-gemma-7b-v19.1-4k,google/gemma-7b
aisuko/sft-facebook-opt350m-with-openassistant-guanaco,facebook/opt-350m
sanchit-gandhi/gemma-2b-openassistant-guanaco,google/gemma-2b
lewtun/gemma-7b-dpo-full-openhermes-mix1-beta-0.05,lewtun/gemma-7b-sft-full-openhermes-v0
lewtun/gemma-7b-dpo-full-openhermes-mix1-beta-0.4,lewtun/gemma-7b-sft-full-openhermes-v0
lewtun/gemma-7b-dpo-full-openhermes-mix1-beta-0.01,lewtun/gemma-7b-sft-full-openhermes-v0
lewtun/gemma-7b-dpo-full-openhermes-mix1-beta-0.2,lewtun/gemma-7b-sft-full-openhermes-v0
MaziyarPanahi/OpenCodeInterpreter-DS-6.7B-GGUF,m-a-p/OpenCodeInterpreter-DS-6.7B
lewtun/gemma-7b-dpo-full-openhermes-mix1-beta-0.1,lewtun/gemma-7b-sft-full-openhermes-v0
lewtun/gemma-7b-sft-full-openhermes-v0,google/gemma-7b
cnbeining/OpenHermes-2.5-Mistral-7B-Sentence-Segmentation,teknium/OpenHermes-2.5-Mistral-7B
cnbeining/OpenHermes-2.5-Mistral-7B-Sentence-Segmentation-merged,teknium/OpenHermes-2.5-Mistral-7B
OzzyGT/controlnet-openpose-sdxl-1.0,stabilityai/stable-diffusion-xl-base-1.0
SR08/openHathi-61.5,AshishK/AK-OpenHathi-7B-Hi-Sharded-bf16
mixtralyanis/flant5-opensource,google/flan-t5-small
brittlewis12/OpenCodeInterpreter-DS-1.3B-GGUF,m-a-p/OpenCodeInterpreter-DS-1.3B
sujitvasanth/TheBloke-openchat-3.5-0106-GPTQ-PEFTadapterJsonSear,sujitvasanth/TheBloke-openchat-3.5-0106-GPTQ
yz3587/sft_openassistant-guanaco,facebook/opt-350m
alinatl/lora_openchat,openchat/openchat_3.5
bartowski/gemma-7b-openhermes-exl2,google/gemma-7b-it
kyryl-opens-ml/flan-t5-small-sql,google/flan-t5-small
abideen/gemma-7b-openhermes,google/gemma-7b-it
mixtralyanis/bart_opensource,facebook/bart-large-cnn
abideen/gemma-2b-openhermes,google/gemma-2b-it
MaziyarPanahi/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-original-v3-GGUF,sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-original-v3
oliverbob/openbible,tla
Syed-Hasan-8503/openhermes-gemma-2b-it,google/gemma-2b-it
brittlewis12/OpenCodeInterpreter-DS-6.7B-GGUF,m-a-p/OpenCodeInterpreter-DS-6.7B
SR08/openHathi-openHathi-gptq-AshishK-Sentiment-Analysis,AshishK/AK-openhathi-gptq-4bit
justinlamlamlam/open_orca_chat,Open-Orca/Mistral-7B-OpenOrca
dah1214/openai-whisper-large-v2-LORA-colab,openai/whisper-large-v2
hongce-tech/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
Bajiyo/imascslr_openslr_festfox,openai/whisper-small
likhith231/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
alecwangcq/sft_openassistant-guanaco,facebook/opt-350m
teknium/OpenHermes-2.5-Mistral-7B,mistralai/Mistral-7B-v0.1
Bajiyo/openslr_festfox,openai/whisper-small
CodeChris/AnimagineXL-v3-openvino,cagliostrolab/animagine-xl-3.0
Deepnoid/OPEN-SOLAR-KO-10.7B-v4,beomi/OPEN-SOLAR-KO-10.7B
Deepnoid/OPEN-SOLAR-KO-10.7B-v5,beomi/OPEN-SOLAR-KO-10.7B
Deepnoid/OPEN-SOLAR-KO-10.7B-v3,beomi/OPEN-SOLAR-KO-10.7B
CorticalStack/mistral-7b-openhermes-sft,- unsloth/mistral-7b-bnb-4bit
sayhan/OpenHermes-2.5-Strix-Philosophy-Mistral-7B-LoRA,teknium/OpenHermes-2.5-Mistral-7B
qhar0h/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
bartowski/OpenMath-CodeLlama-7b-Python-hf-exl2,- codellama/CodeLlama-7b-Python-hf
bartowski/OpenMath-Mistral-7B-v0.1-hf-exl2,- mistralai/Mistral-7B-v0.1
nold/OpenMath-Mistral-7B-v0.1-hf-GGUF,- mistralai/Mistral-7B-v0.1
asn1814/my_openbookqa_model,bert-base-uncased
nvidia/OpenMath-Llama-2-70b,- meta-llama/Llama-2-70b-hf
nvidia/OpenMath-CodeLlama-34b-Python-hf,- codellama/CodeLlama-34b-Python-hf
nvidia/OpenMath-CodeLlama-34b-Python,- codellama/CodeLlama-34b-Python-hf
nvidia/OpenMath-CodeLlama-13b-Python-hf,- codellama/CodeLlama-13b-Python-hf
nvidia/OpenMath-CodeLlama-13b-Python,- codellama/CodeLlama-13b-Python-hf
nvidia/OpenMath-CodeLlama-7b-Python-hf,- codellama/CodeLlama-7b-Python-hf
nvidia/OpenMath-CodeLlama-7b-Python,- codellama/CodeLlama-7b-Python-hf
nvidia/OpenMath-Mistral-7B-v0.1-hf,- mistralai/Mistral-7B-v0.1
nvidia/OpenMath-Mistral-7B-v0.1,- mistralai/Mistral-7B-v0.1
nvidia/OpenMath-CodeLlama-70b-Python-hf,- codellama/CodeLlama-70b-Python-hf
nvidia/OpenMath-CodeLlama-70b-Python,- codellama/CodeLlama-70b-Python-hf
nvidia/OpenMath-Llama-2-70b-hf,- meta-llama/Llama-2-70b-hf
nolo99/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
thomasgauthier/OpenSnark-LoRD,teknium/OpenHermes-2.5-Mistral-7B
thomasgauthier/OpenPirate-LoRD,teknium/OpenHermes-2.5-Mistral-7B
synk/OpenHermes-4.6-Dolphin-Mistral,- cognitivecomputations/dolphin-2.1-mistral-7b
sayhan/MiniCPM-3B-OpenHermes-2.5-v2-GGUF,indischepartij/MiniCPM-3B-OpenHermes-2.5-v2
mattshumer/Combined-Test-14B-OpenHermes-2.5-Mistral-7B-and-dolphin-2.6-mistral-7b-dpo-laser,- cognitivecomputations/dolphin-2.6-mistral-7b-dpo-laser
DrishtiSharma/openhermes-2.5-mistral-7b-losstype-kto-pair,teknium/OpenHermes-2.5-Mistral-7B
DrishtiSharma/openhermes-2.5-mistral-7b-losstype-ipo,teknium/OpenHermes-2.5-Mistral-7B
DrishtiSharma/openhermes-2.5-mistral-7b-losstype-sigmoid,teknium/OpenHermes-2.5-Mistral-7B
sank1238879/openchat_ft_gptq,TheBloke/openchat-3.5-0106-GPTQ
mlx-community/openchat-3.5-0106,mistralai/Mistral-7B-v0.1
haripritam/TinyLlama-OpenHermes,unsloth/tinyllama-bnb-4bit
brittlewis12/Qwen1.5-1.8B-OpenHermes-2.5-GGUF,Qwen/Qwen1.5-1.8B
brittlewis12/Qwen1.5-0.5B-OpenHermes-2.5-GGUF,Qwen/Qwen1.5-0.5B
iamhack/distilhubert-finetuned-ks-open-close,ntu-spml/distilhubert
Saahil1801/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
iamhack/wav2vec2-base-finetuned-ks-open-close,facebook/wav2vec2-base
Deepnoid/OPEN-SOLAR-KO-10.7B,beomi/OPEN-SOLAR-KO-10.7B
RJuro/munin-neuralbeagle-OpenOrca22k-7b,RJuro/munin-neuralbeagle-7b
olafgeibig/phi-2-OpenHermes-2.5-GGUF,microsoft/phi-2
nold/OpenHermes-Emojitron-001-GGUF,teknium/OpenHermes-2.5-Mistral-7B
DiptiPawar/openhermes-mistral-dpo-gptq,TheBloke/OpenHermes-2-Mistral-7B-GPTQ
mpasila/OpenHermes-13B-safetensors,NousResearch/Llama-2-13b-hf
thrunlab/Mistral-7B-v0.1_openwebtext_sparse_pretraining,mistralai/Mistral-7B-v0.1
movaxbx/OpenHermes-Emojitron-001,teknium/OpenHermes-2.5-Mistral-7B
MaziyarPanahi/distilabeled-OpenHermes-2.5-Mistral-7B-GGUF,argilla/distilabeled-OpenHermes-2.5-Mistral-7B
MaziyarPanahi/OPEN-SOLAR-KO-10.7B-GGUF,beomi/OPEN-SOLAR-KO-10.7B
MaziyarPanahi/MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp-GGUF,Weyaxi/MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp
MaziyarPanahi/openchat-3.5-1210-Seraph-Slerp-GGUF,Weyaxi/openchat-3.5-1210-Seraph-Slerp
MaziyarPanahi/OpenHermes-7B-Symbolic-GGUF,hedronstone/OpenHermes-7B-Symbolic
MaziyarPanahi/openchat-3.5-1210-GGUF,openchat/openchat-3.5-1210
